"ticker","sector","trailingPE","sharesPercentSharesOut","regularMarketVolume","averageVolume10days","enterpriseToEbitda","earningsQuarterlyGrowth","longBusinessSummary","logo_url","profitMargins","priceToSalesTrailing12Months","payoutRatio","country","industry","marketCap","bookValue","trailingEps","dividendRate","priceToBook","beta"
"TRV","Financial Services","13.846154","0.0199","2842847","1936362","8.268","1.088","The Travelers Companies, Inc., through its subsidiaries, provides a range of commercial and personal property, and casualty insurance products and services to businesses, government units, associations, and individuals in the United states and internationally. The company operates through three segments: Business Insurance, Bond & Specialty Insurance, and Personal Insurance. The Business Insurance segment offers workers' compensation, commercial automobile and property, general liability, commercial multi-peril, employers' liability, public and product liability, professional indemnity, marine, aviation, onshore and offshore energy, construction, terrorism, personal accident, and kidnap and ransom insurance products. This segment operates through select accounts, which serve small businesses; commercial accounts that serve mid-sized businesses; national accounts, which serve large companies; and national property and other that serve large and mid-sized customers, commercial transportation industry, and agricultural businesses, as well as markets and distributes its products through brokers, wholesale agents, program managers, and specialized retail agents. The Bond & Specialty Insurance segment provides surety, fidelity, management and professional liability, and other property and casualty insurance products through independent agencies and brokers. The Personal Insurance segment offers property and casualty insurance covering personal risks, primarily automobile and homeowners insurance to individuals through independent agencies and brokers. The Travelers Companies, Inc. was founded in 1853 and is based in New York, New York.","https://logo.clearbit.com/travelers.com","0.07141","0.9725106","0.3822","United States","Insurance—Property & Casualty","30777042944","109.945","8.775","3.4","1.105098","0.86321"
"HP","Energy","","0.0631","1366309","1527650","2.852","","Helmerich & Payne, Inc. primarily engages in drilling oil and gas wells for exploration and production companies. The company operates through U.S. Land, Offshore, International Land, and H&P Technologies segments. The U.S. Land segment drills primarily in Colorado, Louisiana, Ohio, Oklahoma, New Mexico, North Dakota, Pennsylvania, Texas, Utah, West Virginia, and Wyoming. The Offshore segment has drilling operations in the Gulf of Mexico. The International Land segment conducts drilling operations in Argentina, Bahrain, Colombia, and the United Arab Emirates. The H&P Technologies segment develops technologies designed to enhance the drilling operations, as well as wellbore quality and placement operations. As of September 30, 2019, the company operated a fleet of 299 land rigs in the United States; 31 international land rigs; and 8 offshore platform rigs. It also owns, develops, and operates commercial real estate properties. The company's real estate investments include a shopping center comprising approximately 389,000 leasable square feet; multi-tenant industrial warehouse properties covering approximately one million leasable square feet; and approximately 210 acres of undeveloped real estate located in Tulsa, Oklahoma. Helmerich & Payne, Inc. was founded in 1920 and is headquartered in Tulsa, Oklahoma.","https://logo.clearbit.com/hpinc.com","-0.17806","0.6900845","","United States","Oil & Gas Drilling","1528337152","31.6","-3.668","1","0.45000002","2.024269"
"PFE","Healthcare","23.049416","0.0073","31530625","26990312","12.918","-0.714","Pfizer Inc. develops, manufactures, and sells healthcare products worldwide. It offers medicines and vaccines in various therapeutic areas, including cardiovascular metabolic and pain under the Eliquis, Chantix/Champix, and Premarin family brands; biologics, small molecules, immunotherapies, and biosimilars under the Ibrance, Sutent, Xtandi, Xalkori, Inlyta, Braftovi + Mektovi brands; and sterile injectable and anti-infective medicines under the Sulperazon, Medrol, Vfend, and Zithromax brands. The company also provides medicines and vaccines in various therapeutic areas, such as pneumococcal disease, meningococcal disease, and tick-borne encephalitis under the Prevnar 13/Prevenar 13 (pediatric/adult), FSME-IMMUN, Nimenrix, and Trumenba brands; biosimilars for chronic immune and inflammatory diseases under the Xeljanz, Enbrel, Inflectra, and Eucrisa brands; and amyloidosis, hemophilia, and endocrine diseases under the Vyndaqel/Vyndamax, BeneFIX, Genotropin, and Refacto AF/Xyntha brands. In addition, the company is involved in the contract manufacturing business. It serves wholesalers, retailers, hospitals, clinics, government agencies, pharmacies, and individual provider offices, as well as disease control and prevention centers. The company has collaboration and/or co-promotion agreements with Bristol-Myers Squibb Company and Astellas Pharma US, Inc.; a licensing agreement with Akcea Therapeutics, Inc; a strategic alliance with Verily Life Sciences LLC; collaboration agreements with Merck KGaA and Valneva SE; a clinical trial collaboration and supply agreement with IDEAYA Biosciences, Inc.; a material transfer and collaboration agreement with BioNTech SE; a clinical supply collaboration with Jiangsu Alphamab Biopharmaceuticals Co., Ltd; a research collaboration and license agreement with BioInvent International AB; and a multi-target drug discovery collaboration with Sosei Group Corporation. Pfizer Inc. was founded in 1849 and is headquartered in New York, New York.","https://logo.clearbit.com/pfizer.com","0.17854","4.0492387","0.96769994","United States","Drug Manufacturers—General","196991401984","11.584","1.538","1.52","3.0602558","0.656922"
"PFG","Financial Services","8.41399","0.0114","2403512","1481962","6.186","0.031","Principal Financial Group, Inc. provides retirement, asset management, and insurance products and services to businesses, individuals, and institutional clients worldwide. The company operates through Retirement and Income Solutions, Principal Global Investors, Principal International, and U.S. Insurance Solutions segments. The Retirement and Income Solutions segment provides a portfolio of asset accumulation products and services for retirement savings and income. It offers products and services for defined contribution plans, including 401(k) and 403(b) plans, defined benefit pension plans, nonqualified executive benefit plans, employee stock ownership plans, and pension risk transfer services; individual retirement accounts and payroll deduction plans; investment only products; and mutual funds, individual annuities, and bank products. The Principal Global Investors segment provides equity, fixed income, real estate, and other alternative investments, as well as asset allocation, stable value management, and other structured investment strategies. The Principal International segment offers pension accumulation and income annuity products, mutual funds, asset management, and life insurance accumulation products, as well as voluntary savings plans in Brazil, Chile, Mexico, China, Hong Kong Special Administrative Region, India, and Southeast Asia. The U.S. Insurance Solutions segment provides specialty benefits, such as group dental and vision insurance, group life insurance, and group and individual disability insurance, as well as administers group dental, disability, and vision benefits; and individual life insurance products comprising universal, variable universal, indexed universal, and term life insurance products in the United States. It also offers insurance solutions for small and medium-sized businesses and their owners, as well as executives. Principal Financial Group, Inc. was founded in 1879 and is based in Des Moines, Iowa.","https://logo.clearbit.com/principal.com","0.07824","0.6493122","0.48790002","United States","Insurance—Diversified","10500352000","55.632","4.546","2.24","0.68755394","1.547159"
"STZ","Consumer Defensive","29.210478","0.028299998","1803031","1038387","14.256","","Constellation Brands, Inc., together with its subsidiaries, produces, imports, and markets beer, wine, and spirits in the United States, Canada, Mexico, New Zealand, and Italy. It provides beer primarily under the Corona Extra, Corona Premier, Corona Familiar, Corona Light, Corona Refresca, Corona Hard Seltzer, Modelo Especial, Modelo Negra, Modelo Chelada, Pacifico, and Victoria brands. The company offers wine under the 7 Moons, Drylands, SIMI, Charles Smith, Auros, Kim Crawford, Spoken Barrel, Prisoner, Champagne Palmer & Co, Meiomi, Robert Mondavi, Cooper & Thief, Mount Veeder, Schrader, Crafters Union, Nobilo, CuvÃ©e Sauvage, and Ruffino; and spirits under the Casa Noble, High West, Mi CAMPO, Nelson's Green Brier, SVEDKA, The Real McCoy brands. It provides its products to wholesale distributors, retailers, on-premise locations, and state alcohol beverage control agencies. The company was founded in 1945 and is headquartered in Victor, New York.","https://logo.clearbit.com/cbrands.com","0.1345","3.949632","0.5245","United States","Beverages—Wineries & Distilleries","32095102976","60.636","5.649","3","2.7213204","0.942636"
"EIX","Utilities","58.794178","0.02","2267420","2159787","10.272","","Edison International, through its subsidiaries, engages in the generation, transmission, and distribution of electricity in the United States. The company generates electricity through hydroelectric, diesel/liquid petroleum gas, natural gas, nuclear, and photovoltaic sources. It supplies electricity primarily to residential, commercial, industrial, agricultural, and other customers, as well as public authorities through transmission and distribution networks. The company's transmission facilities consist of lines ranging from 33 kV to 500 kV and substations; and distribution system comprises approximately 53,000 line miles of overhead lines, 38,000 line miles of underground lines, and 800 substations located in California. It serves approximately 5 million customers. The company was founded in 1886 and is based in Rosemead, California.","https://logo.clearbit.com/edison.com","0.026589999","1.5987419","2.7717001","United States","Utilities—Regulated Electric","21408751616","36.321","0.962","2.55","1.557226","0.488692"
"ADSK","Technology","145.86864","0.0086","1341066","1276925","83.562","1.443","Autodesk, Inc. operates as a software design and services company worldwide. The company offers AutoCAD, a professional design, drafting, detailing, and visualization software; AutoCAD Civil 3D, a surveying, design, analysis, and documentation solution for civil engineering, including land development, transportation, and environmental projects; AutoCAD LT, a drafting and detailing software; BIM 360, a construction management cloud-based software; computer-aided manufacturing (CAM) software for computer numeric control machining, inspection, and modelling for manufacturing; Fusion 360, a 3D CAD, CAM, and computer-aided engineering tool; and Industry Collections software products for professionals in architecture, engineering and construction, product design and manufacturing, and media and entertainment industries. It also provides Inventor tools for 3D mechanical design, simulation, analysis, tooling, visualization, and documentation; Maya and 3ds Max software products that offer 3D modeling, animation, effects, rendering, and compositing solutions; and PlanGrid, a cloud-based field collaboration software, which provides general contractors, subcontractors, owners, and architects access to construction information in real-time. In addition, the company offers Revit software for building information modeling; Shotgun, a cloud-based software for review and production tracking in the media and entertainment industry; Vault, a data management software to manage data in one central location, accelerate design processes, and streamline internal/external collaboration; and BuildingConnected, a construction management solution that centralizes and streamlines the bidding process. Autodesk, Inc. sells its products and services to customers directly, as well as through distributors and resellers. The company was founded in 1982 and is headquartered in San Rafael, California.","https://logo.clearbit.com/autodesk.com","0.10258","14.715623","0","United States","Software—Application","52105076736","0.307","1.629","","774.0065","1.507446"
"VRSN","Technology","27.384592","0.0087","875568","761687","25.795","0.111","VeriSign, Inc., together with its subsidiaries, provides domain name registry services and Internet infrastructure that enables Internet navigation for various recognized domain names worldwide. It enables the security, stability, and resiliency of Internet infrastructure and services, including providing root zone maintainer services, operating two of the 13 Internet root servers; and offering registration services and authoritative resolution for the .com and .net domains, which support global e-commerce. VeriSign, Inc. was incorporated in 1995 and is headquartered in Reston, Virginia.","https://logo.clearbit.com/verisign.com","0.64198995","17.255884","0","United States","Software—Infrastructure","21661501440","-12.132","6.932","","","0.869277"
"HES","Energy","","0.0295","3261097","2167862","9.863","","Hess Corporation, an exploration and production company, explores, develops, produces, purchases, transports, and sells crude oil, natural gas liquids (NGLs), and natural gas. It operates through two segments, Exploration and Production, and Midstream. The company conducts production operations primarily in the United States, Denmark, the Malaysia/Thailand Joint Development Area, and Malaysia; and exploration activities primarily offshore Guyana, Suriname, Canada, and in the Gulf of Mexico. As of December 31, 2019, it had total proved reserves of 1,197 million barrels of oil equivalent. The company is also involved in the gathering, compressing, and processing of natural gas; fractionating NGLs; terminaling, loading, and transporting crude oil and NGLs through rail car; storing and terminaling propane, as well as providing water handling services primarily in the Bakken Shale plays in the Williston Basin area of North Dakota. The company was founded in 1920 and is headquartered in New York, New York.","https://logo.clearbit.com/hess.com","-0.60212004","2.0959835","","United States","Oil & Gas E&P","11094040576","20.958","-10.499","1","1.7234468","2.184776"
"HD","Consumer Cyclical","24.704159","0.0058","3177980","2591462","16.983","0.245","The Home Depot, Inc. operates as a home improvement retailer. It operates The Home Depot stores that sell various building materials, home improvement products, lawn and garden products, and dÃ©cor products, as well as provide installation, home maintenance, and professional service programs to do-it-yourself and professional customers. The company also offers installation programs that include flooring, cabinets and cabinet makeovers, countertops, furnaces and central air systems, and windows; and professional installation in various categories sold through its stores and in-home sales programs, as well as acts as a general contractor to provide installation services to its do-it-for-me customers through third-party installers. In addition, it provides tool and equipment rental services. The company primarily serves home owners; and professional renovators/remodelers, general contractors, handymen, property managers, building service contractors, and specialty tradesmen, such as electricians, plumbers, and painters. It also sells its products online. As of August 4, 2020, the company operated 2,293 retail stores in 50 states, the District of Columbia, Puerto Rico, the U.S. Virgin Islands, Guam, 10 Canadian provinces, and Mexico. The Home Depot, Inc. was founded in 1978 and is based in Atlanta, Georgia.","https://logo.clearbit.com/homedepot.com","0.09912","2.4333527","0.5233","United States","Home Improvement Retail","290342797312","-0.385","10.918","6","","1.088251"
"BAC","Financial Services","11.561576","0.0077","80869317","57270887","","-0.155","Bank of America Corporation, through its subsidiaries, provides banking and financial products and services for individual consumers, small- and middle-market businesses, institutional investors, large corporations, and governments worldwide. It operates in Consumer Banking, Global Wealth & Investment Management (GWIM), Global Banking, and Global Markets segments. The Consumer Banking segment offers traditional and money market savings accounts, CDs and IRAs, noninterest- and interest-bearing checking accounts, and investment accounts and products; and credit and debit cards, residential mortgages, and home equity loans, as well as direct and indirect loans, such as automotive, recreational vehicle, and consumer personal loans. The GWIM segment offers investment management, brokerage, banking, and trust and retirement products; and wealth management solutions, as well as customized solutions, including specialty asset management services. The Global Banking segment provides lending products and services, including commercial loans, leases, commitment facilities, trade finance, and real estate and asset-based lending; treasury solutions, such as treasury management, foreign exchange, and short-term investing options; working capital management solutions; and debt and equity underwriting and distribution, and merger-related and other advisory services. The Global Markets segment offers market-making, financing, securities clearing, settlement, and custody services, as well as risk management, fixed-income, and mortgage-related products. As of May 7, 2020, it served approximately 66 million consumer and small business clients with approximately 4,300 retail financial centers; approximately 16,900 ATMs; and digital banking platforms with approximately 39 million active users. Bank of America Corporation was founded in 1784 and is headquartered in Charlotte, North Carolina.","https://logo.clearbit.com/bankofamerica.com","0.2642","2.7658694","0.35639998","United States","Banks—Diversified","203285872640","28.335","2.03","0.72","0.82830423","1.546056"
"DTE","Utilities","17.287008","0.0117","1862934","1353875","14.12","0.492","DTE Energy Company engages in the utility operations. The company's Electric segment generates, purchases, distributes, and sells electricity to approximately 2.2 million residential, commercial, and industrial customers in southeastern Michigan. It generates electricity through fossil-fuel, hydroelectric pumped storage, and nuclear plants, as well as wind and other renewable assets. This segment owns and operates approximately 700 distribution substations and 445,200 line transformers. The company's Gas segment purchases, stores, transports, distributes, and sells natural gas to approximately 1.3 million residential, commercial, and industrial customers throughout Michigan; and sells storage and transportation capacity. This segment has approximately 20,000 miles of distribution mains; 1,305,000 service pipelines; and 1,285,000 active meters, as well as owns approximately 2,000 miles of transmission pipelines. Its Gas Storage and Pipelines segment owns natural gas storage fields, lateral and gathering pipeline systems, and compression and surface facilities, as well as has ownership interests in interstate pipelines serving the Gulf Coast, Midwest, Ontario, and northeast markets. The company's Power and Industrial Projects segment offers metallurgical coke; pulverized coal and petroleum coke to the steel, pulp and paper, and other industries; and power, steam and chilled water production, and wastewater treatment services, as well as supplies compressed air to industrial customers. It also owns and operates 5 renewable generating plants with a capacity of 217 MWs; 23 gas recovery sites; and 10 reduced emissions fuel facilities. Its Energy Trading segment engages in power, natural gas, and environmental marketing and trading; structured transactions; and the optimization of contracted natural gas pipeline transportation and storage positions. The company was founded in 1903 and is headquartered in Detroit, Michigan.","https://logo.clearbit.com/newlook.dteenergy.com","0.11298","1.9642233","0.5737","United States","Utilities—Regulated Electric","23643355136","63.665","7.066","4.34","1.9186366","0.630998"
"ADBE","Technology","57.552895","0.0088","2558770","2022125","50.239","0.204","Adobe Inc. operates as a diversified software company worldwide. Its Digital Media segment provides tools and solutions that enable individuals, teams, and enterprises to create, publish, promote, and monetize their digital content. Its flagship product is Creative Cloud, a subscription service that allows customer to download and access the latest versions of its creative products. This segment serves content creators, experience designers, app developers, enthusiasts, students, social media users, and creative professionals, as well as marketing departments and agencies, companies and publishers. The company's Digital Experience segment offers products, services, and solutions for creating, managing, executing, measuring, monetizing and optimizing customer experiences from advertising to commerce. This segment serves marketers, advertisers, agencies, publishers, merchandisers, merchants, web analysts, data scientists, developers, marketing executives, information management and technology executives, product development executives, and sales and support executives. Its Publishing segment offers products and services, such as e-learning solutions, technical document publishing, web conferencing, document and forms platform, web application development, and high-end printing, as well as publishing needs of technical and business, and original equipment manufacturers (OEMs) printing businesses. The company offers its products and services directly to enterprise customers through its sales force and local field offices, as well as to end-users through app stores and through its Website at adobe.com. It also distributes products and services through a network of distributors, value-added resellers, systems integrators, software vendors and developers, retailers, and OEMs. The company was formerly known as Adobe Systems Incorporated and changed its name to Adobe Inc. in October 2018. The company was founded in 1982 and is headquartered in San Jose, California.","https://logo.clearbit.com/adobe.com","0.3105","17.627209","0","United States","Software—Infrastructure","219217199104","24.402","7.94","","18.726744","0.972421"
